C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_134.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_134.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_134.jpg, 0, 0, 0, 5.118476E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_325.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_325.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_325.jpg, 0, 0, 0, 5.068089E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_440.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_440.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_440.jpg, 0, 0, 0, 5.081356E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_547.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_547.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_547.jpg, 0, 0, 0, 5.099839E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_694.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_694.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_694.jpg, 0, 0, 0, 5.220139E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_825.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_825.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_825.jpg, 0, 0, 0, 5.128802E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_15_932.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_15_932.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_15_932.jpg, 0, 0, 0, 5.064512E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_034.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_034.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_034.jpg, 0, 0, 0, 5.098379E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_136.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_136.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_136.jpg, 0, 0, 0, 5.181597E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_246.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_246.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_246.jpg, 0, 0, 0, 5.11864E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_430.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_430.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_430.jpg, 0, 0, 0, 5.105029E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_576.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_576.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_576.jpg, 0, 0, 0, 5.118397E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_690.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_690.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_690.jpg, 0, 0, 0, 5.088286E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_16_864.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_16_864.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_16_864.jpg, 0, 0, 0, 5.040372E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_17_027.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_17_027.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_17_027.jpg, 0, 0, 0, 5.090964E-05
C:\Users\User\Desktop\PYTHON FOLDER\IMG\center_2023_05_21_10_48_17_167.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\left_2023_05_21_10_48_17_167.jpg, C:\Users\User\Desktop\PYTHON FOLDER\IMG\right_2023_05_21_10_48_17_167.jpg, 0, 0, 0, 5.115425E-05
